local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
63,68,34,2,0.0003560774785000831,99.43757030371204,884,889
30,67,34,1,0.0007606970611959696,98.5,394,400
30,68,34,2,0.0006945855566300452,99.0,396,400
94,67,34,1,0.002201401861384511,98.66666666666667,148,150
94,68,34,2,0.0002532212238293141,100.0,150,150
25,67,34,1,0.0004860335902776569,99.0726429675425,641,647
25,68,34,2,0.00020229991059750319,99.69088098918083,645,647
52,67,34,1,0.00037354291998781264,99.2094861660079,251,253
52,68,34,2,0.0002168110222555697,99.60474308300395,252,253
50,67,34,1,0.0009400694398209453,98.31223628691983,466,474
50,68,34,2,0.00040366884786635637,99.57805907172997,472,474
45,69,35,1,0.0008859529043547809,98.56687898089172,619,628
45,70,35,2,0.0002611430536489934,99.36305732484077,624,628
6,69,35,1,0.00058049923973158,99.1869918699187,610,615
6,70,35,2,0.00018483423627912998,99.67479674796748,613,615
35,69,35,1,0.00025404858752153814,99.39879759519037,496,499
35,70,35,2,4.2135765397688374e-05,100.0,499,499
17,69,35,1,0.0007758608553558588,99.03225806451613,614,620
17,70,35,2,0.0007092671003192663,98.22580645161291,609,620
20,69,35,1,0.0006451768567785621,98.83449883449883,424,429
20,70,35,2,0.00023530489124823362,99.76689976689977,428,429
73,69,35,1,0.0005120394635014236,98.98477157360406,585,591
73,70,35,2,0.0002159853174816817,99.83079526226734,590,591
43,69,35,1,0.0006158766918815672,98.52941176470588,402,408
43,70,35,2,0.0006212219595909119,98.77450980392157,403,408
8,69,35,1,0.0004955789772793651,98.73617693522907,625,633
8,70,35,2,0.0001639349211473018,99.68404423380727,631,633
74,69,35,1,0.0010360039304941893,98.20466786355476,547,557
74,70,35,2,0.0005112984799779952,98.92280071813285,551,557
3,69,35,1,0.0004949647118337452,98.80823401950163,912,923
3,70,35,2,0.00026977318339049816,99.24160346695558,916,923
39,71,36,1,0.0005363536765798926,98.83268482490273,254,257
39,72,36,2,0.00010634607315296307,100.0,257,257
14,71,36,1,0.0005719932378269732,98.40425531914893,370,376
14,72,36,2,0.0005091634811833501,98.40425531914893,370,376
32,71,36,1,0.001305470708757639,97.85056294779939,956,977
32,72,36,2,0.0006656575133092701,98.97645854657114,967,977
4,71,36,1,0.0005098082474432886,98.78419452887537,650,658
4,72,36,2,0.00021450237545650452,99.54407294832826,655,658
30,71,36,1,0.0005073849461041391,99.25,397,400
30,72,36,2,0.0001312647946178913,99.75,399,400
63,71,36,1,0.0009028155473060906,98.20022497187851,873,889
63,72,36,2,0.0005152376834303141,99.10011248593926,881,889
23,71,36,1,0.0004080368089489639,99.31740614334471,291,293
23,72,36,2,0.00020928075537085533,99.65870307167235,292,293
3,71,36,1,0.00036163791082799435,99.24160346695558,916,923
3,72,36,2,0.00014797550102230161,99.89165763813651,922,923
94,71,36,1,0.0009169098921120167,98.66666666666667,148,150
94,72,36,2,0.00018190820992458612,100.0,150,150
84,71,36,1,0.0007942407391965389,98.63563402889245,1229,1246
84,72,36,2,0.0011393714230507612,97.91332263242376,1220,1246
69,73,37,1,0.0013237139210104942,97.65625,250,256
69,74,37,2,0.0003477519494481385,99.609375,255,256
2,73,37,1,0.0008108083857223392,99.08759124087592,543,548
2,74,37,2,0.000253748323302716,99.63503649635037,546,548
42,73,37,1,0.0005662319017574191,98.72881355932203,233,236
42,74,37,2,8.581820293329656e-05,100.0,236,236
25,73,37,1,0.0004051063733641058,99.22720247295209,642,647
25,74,37,2,0.0003900496521964669,99.22720247295209,642,647
17,73,37,1,0.0007358693401329219,99.03225806451613,614,620
17,74,37,2,0.00038498404319398105,99.51612903225806,617,620
37,73,37,1,0.0006203305092640221,99.30232558139535,854,860
37,74,37,2,0.0002753723238129169,99.4186046511628,855,860
45,73,37,1,0.00069925666321069,98.72611464968153,620,628
45,74,37,2,0.0003561312914825976,99.52229299363057,625,628
54,73,37,1,0.0006355294026434422,98.84393063583815,513,519
54,74,37,2,0.00025565861142240465,99.61464354527938,517,519
30,73,37,1,0.0003919700684491545,99.75,399,400
30,74,37,2,6.801641575293615e-05,100.0,400,400
0,73,37,1,0.0010158298537135124,98.62068965517241,429,435
0,74,37,2,0.0005187562783248723,99.08045977011494,431,435
33,75,38,1,0.0007582001853734255,98.5553772070626,614,623
33,76,38,2,0.0005615285481326282,99.03691813804173,617,623
51,75,38,1,0.0004449140396900475,98.76760563380282,561,568
51,76,38,2,0.0001583068078616634,99.47183098591549,565,568
17,75,38,1,0.0006055015837773681,99.19354838709677,615,620
17,76,38,2,0.00021973294497001916,99.83870967741936,619,620
63,75,38,1,0.0005942123243585229,98.76265466816648,878,889
63,76,38,2,0.0002544136077631265,99.43757030371204,884,889
6,75,38,1,0.000424549711169675,99.34959349593497,611,615
6,76,38,2,0.0001695013779681176,99.67479674796748,613,615
24,75,38,1,0.0007894597947597504,97.36147757255937,369,379
24,76,38,2,0.000529940880369395,98.94459102902374,375,379
82,75,38,1,0.0006341346306726336,98.59747545582047,703,713
82,76,38,2,0.00043871556408703327,98.87798036465638,705,713
35,75,38,1,0.0002245054201921448,99.19839679358718,495,499
35,76,38,2,9.525087079964578e-05,99.79959919839679,498,499
80,75,38,1,0.0006352005293592811,98.60788863109049,425,431
80,76,38,2,0.0002292421559104696,99.76798143851508,430,431
81,75,38,1,0.0002780841605272144,99.18500407497962,1217,1227
81,76,38,2,0.00032244663452729583,99.51100244498777,1221,1227
58,77,39,1,0.0009570977417752147,98.18840579710145,271,276
58,78,39,2,0.00010892284626606852,100.0,276,276
90,77,39,1,0.0010742034064605832,97.9502196193265,669,683
90,78,39,2,0.00023949379101395607,99.70717423133236,681,683
30,77,39,1,0.0004801480972673744,99.25,397,400
30,78,39,2,9.084070916287601e-05,99.75,399,400
72,77,39,1,0.0004300971340853721,99.17920656634746,725,731
72,78,39,2,0.00042405127896927297,99.31600547195623,726,731
41,77,39,1,0.0007680668495595455,98.51485148514851,597,606
41,78,39,2,0.0002589193463791162,99.33993399339934,602,606
25,77,39,1,0.00028571588336490095,99.53632148377125,644,647
25,78,39,2,6.392863724613562e-05,100.0,647,647
16,77,39,1,0.000580248364713043,98.46994535519126,901,915
16,78,39,2,0.00074517831671983,98.46994535519126,901,915
91,77,39,1,0.0002056672819890082,99.21875,254,256
91,78,39,2,3.735631617018953e-05,100.0,256,256
50,77,39,1,0.0011929227039217949,97.8902953586498,464,474
50,78,39,2,0.0007679430418647826,99.15611814345992,470,474
57,77,39,1,0.0013096185866743326,97.667638483965,335,343
57,78,39,2,0.0009237835765816271,98.54227405247813,338,343
50,79,40,1,0.0006694335024803877,98.94514767932489,469,474
50,80,40,2,0.00043570157140493393,99.15611814345992,470,474
77,79,40,1,0.0008751337300054729,98.47198641765704,580,589
77,80,40,2,0.00046999193727970123,98.98132427843804,583,589
73,79,40,1,0.0007418021559715271,98.47715736040608,582,591
73,80,40,2,0.00033707497641444206,99.15397631133672,586,591
21,79,40,1,0.0005854793707840145,98.3974358974359,307,312
21,80,40,2,0.00010900439519900829,100.0,312,312
10,79,40,1,0.0007757351268082857,98.09417040358744,875,892
10,80,40,2,0.0024131606332957745,94.05829596412556,839,892
8,79,40,1,0.0004043059016112238,99.0521327014218,627,633
8,80,40,2,0.00017296367150265723,99.68404423380727,631,633
40,79,40,1,0.0004656174569390714,98.57512953367875,761,772
40,80,40,2,0.0003662968520075083,99.35233160621762,767,772
52,79,40,1,0.0007025840459391475,98.81422924901186,250,253
52,80,40,2,0.00011920686665689573,100.0,253,253
45,79,40,1,0.0006694530020467937,99.04458598726114,622,628
45,80,40,2,0.00040291258483193815,99.20382165605095,623,628
30,79,40,1,0.00028093313449062407,99.75,399,400
30,80,40,2,0.00012851349310949445,100.0,400,400
74,81,41,1,0.0010568038560450077,98.20466786355476,547,557
74,82,41,2,0.0005915620131418109,99.2818671454219,553,557
9,81,41,1,0.0004502449883148074,99.08256880733946,432,436
9,82,41,2,0.00018867429753299803,99.54128440366972,434,436
99,81,41,1,0.000512637838255614,99.46949602122017,375,377
99,82,41,2,0.0001286290935240686,100.0,377,377
85,81,41,1,0.00030255073215812445,99.76798143851508,430,431
85,82,41,2,0.000184514035936445,99.30394431554525,428,431
4,81,41,1,0.0004739685682579875,99.54407294832826,655,658
4,82,41,2,0.00026824738597497344,99.54407294832826,655,658
11,81,41,1,0.0006554755964316428,99.06976744186046,639,645
11,82,41,2,0.00037601328222081065,99.53488372093024,642,645
24,81,41,1,0.001296495902352035,97.62532981530343,370,379
24,82,41,2,0.0001863195502664894,100.0,379,379
42,81,41,1,0.0005704413633793592,98.30508474576271,232,236
42,82,41,2,0.0001445589732611552,99.57627118644068,235,236
23,81,41,1,0.0004942458472214639,99.31740614334471,291,293
23,82,41,2,0.0002153396198991686,99.65870307167235,292,293
25,81,41,1,0.00028178494540043175,99.69088098918083,645,647
25,82,41,2,0.00010052300785901025,100.0,647,647
93,83,42,1,0.0003542983322404325,99.19743178170144,618,623
93,84,42,2,0.00017092475900426507,99.67897271268058,621,623
87,83,42,1,0.0006582292844541371,98.72340425531915,464,470
87,84,42,2,0.00014219105651136488,100.0,470,470
55,83,42,1,0.000838928041048348,98.30508474576271,348,354
55,84,42,2,9.662909724283963e-05,100.0,354,354
70,83,42,1,0.001097097177989781,98.34254143646409,712,724
70,84,42,2,0.0008907071314752102,97.79005524861878,708,724
15,83,42,1,0.0005124968593008816,99.00249376558602,397,401
15,84,42,2,8.962272841017693e-05,100.0,401,401
90,83,42,1,0.0010948244016617537,98.09663250366032,670,683
90,84,42,2,0.0006301023531705141,98.5358711566618,673,683
91,83,42,1,0.00019286072347313166,99.609375,255,256
91,84,42,2,7.49904866097495e-05,100.0,256,256
86,83,42,1,0.00047371338587254286,98.8,247,250
86,84,42,2,8.91987219802104e-05,100.0,250,250
67,83,42,1,0.0003447494236752391,99.19839679358718,990,998
67,84,42,2,0.00017762659990694374,99.79959919839679,996,998
20,83,42,1,0.000745005439966917,98.36829836829837,422,429
20,84,42,2,0.00041736586717888713,98.83449883449883,424,429
77,85,43,1,0.0008434100309386849,98.64176570458405,581,589
77,86,43,2,0.0002583115710876882,99.49066213921901,586,589
57,85,43,1,0.0011892627226188779,97.667638483965,335,343
57,86,43,2,0.000642036902718246,98.83381924198251,339,343
21,85,43,1,0.0003903810284100473,98.71794871794873,308,312
21,86,43,2,9.121179755311459e-05,100.0,312,312
67,85,43,1,0.0002726935490500182,99.49899799599199,993,998
67,86,43,2,0.00011710254329955205,99.79959919839679,996,998
14,85,43,1,0.0006085475324653089,98.67021276595744,371,376
14,86,43,2,0.0002604361798148602,99.46808510638297,374,376
97,85,43,1,0.0003959998721256852,99.17864476386036,483,487
97,86,43,2,5.854457776877098e-05,100.0,487,487
28,85,43,1,0.00040906871436163783,99.20159680638723,497,501
28,86,43,2,0.00014690376701764762,100.0,501,501
22,85,43,1,0.0007320177974179387,98.62778730703259,575,583
22,86,43,2,0.0001708474155748263,100.0,583,583
70,85,43,1,0.0005351366708055139,99.17127071823204,718,724
70,86,43,2,0.0003326502628624439,99.4475138121547,720,724
93,85,43,1,0.00024394613865297288,99.51845906902086,620,623
93,86,43,2,8.7727778009139e-05,99.83948635634029,622,623
37,87,44,1,0.0002342784428037703,99.53488372093024,856,860
37,88,44,2,0.0003575627051759511,99.30232558139535,854,860
49,87,44,1,0.00038561050314456224,99.2094861660079,502,506
49,88,44,2,0.00011206437193322927,99.80237154150198,505,506
41,87,44,1,0.000537280400749296,99.17491749174917,601,606
41,88,44,2,0.00020794295414816588,99.5049504950495,603,606
50,87,44,1,0.0008165398612618446,98.73417721518987,468,474
50,88,44,2,0.00024069052597042173,99.36708860759494,471,474
71,87,44,1,0.0003288587904535234,99.42196531791907,1376,1384
71,88,44,2,0.00031613250030204654,99.13294797687861,1372,1384
60,87,44,1,0.0011366286780685186,98.5207100591716,333,338
60,88,44,2,0.00022269990586210042,99.70414201183432,337,338
42,87,44,1,0.0003560389450285584,99.57627118644068,235,236
42,88,44,2,9.74407812464051e-05,100.0,236,236
83,87,44,1,0.0004966469132341444,99.30715935334872,430,433
83,88,44,2,0.0003022385062649846,99.30715935334872,430,433
26,87,44,1,0.00040171571890823543,99.27797833935018,550,554
26,88,44,2,0.00021213802392594516,99.63898916967509,552,554
48,87,44,1,0.000717213551979512,98.21428571428571,440,448
48,88,44,2,0.0004909458803012967,98.88392857142857,443,448
50,89,45,1,0.00048246572259813547,99.36708860759494,471,474
50,90,45,2,0.000522757472936064,99.36708860759494,471,474
36,89,45,1,0.0003705290728248656,98.80597014925372,993,1005
36,90,45,2,0.0002046387962764129,99.70149253731343,1002,1005
53,89,45,1,0.0005528912297450006,99.05277401894452,732,739
53,90,45,2,0.00016357401909772307,99.59404600811908,736,739
79,89,45,1,0.000589691218920052,98.35164835164835,179,182
79,90,45,2,0.00012640315981116146,100.0,182,182
33,89,45,1,0.0005947927129454911,98.7158908507223,615,623
33,90,45,2,0.0003759216924663633,99.35794542536117,619,623
25,89,45,1,0.0002779909991659224,99.53632148377125,644,647
25,90,45,2,0.00021241637296043336,99.38176197836167,643,647
15,89,45,1,0.0004776112036779523,99.00249376558602,397,401
15,90,45,2,9.290588786825538e-05,100.0,401,401
1,89,45,1,0.0006137753371149302,99.07894736842105,753,760
1,90,45,2,0.0007201085099950433,98.42105263157895,748,760
65,89,45,1,0.0002994841488543898,99.19137466307278,368,371
65,90,45,2,7.100146467564628e-05,100.0,371,371
98,89,45,1,0.0006667263805866241,98.16625916870416,803,818
98,90,45,2,0.00037685915594920516,99.26650366748166,812,818
82,91,46,1,0.00039769141585566103,99.29873772791024,708,713
82,92,46,2,0.0002209666563430801,99.57924263674614,710,713
4,91,46,1,0.0006286624120548368,99.08814589665653,652,658
4,92,46,2,0.0014684089692309499,98.0243161094225,645,658
79,91,46,1,0.0005490711191669106,99.45054945054946,181,182
79,92,46,2,0.0001191261108033359,100.0,182,182
32,91,46,1,0.0008973413496278226,98.25997952917092,960,977
32,92,46,2,0.0004982840619049966,98.97645854657114,967,977
47,91,46,1,0.0004650776681955904,99.35567010309279,771,776
47,92,46,2,0.000249465141678229,99.48453608247422,772,776
44,91,46,1,0.0009134562569670379,98.64603481624758,510,517
44,92,46,2,0.0007909282576292753,98.06576402321083,507,517
89,91,46,1,0.00029957466176711023,99.1869918699187,488,492
89,92,46,2,0.00011955466470681131,99.79674796747967,491,492
48,91,46,1,0.0004010933043900877,98.66071428571429,442,448
48,92,46,2,0.0001944809191627428,99.55357142857143,446,448
70,91,46,1,0.0006739777163602412,98.89502762430939,716,724
70,92,46,2,0.00029666550108231604,99.58563535911603,721,724
77,91,46,1,0.000788457749877125,98.64176570458405,581,589
77,92,46,2,0.0007602724945172668,99.49066213921901,586,589
27,93,47,1,0.000639496196527034,98.93842887473461,466,471
27,94,47,2,0.000633362855296582,98.72611464968153,465,471
30,93,47,1,0.00039064569864422083,99.75,399,400
30,94,47,2,5.172599776415154e-05,100.0,400,400
33,93,47,1,0.0005011532921344042,98.87640449438202,616,623
33,94,47,2,0.00025477376766502857,99.51845906902086,620,623
41,93,47,1,0.0005408180295489728,98.67986798679867,598,606
41,94,47,2,0.00022893586719874293,99.66996699669967,604,606
5,93,47,1,0.0008572523365728557,98.61751152073732,428,434
5,94,47,2,0.0004074105527251959,98.84792626728111,429,434
52,93,47,1,0.00030858407262712717,99.2094861660079,251,253
52,94,47,2,0.00013802776811644435,99.60474308300395,252,253
84,93,47,1,0.0009301707614213228,98.3948635634029,1226,1246
84,94,47,2,0.0005285345250740647,99.19743178170144,1236,1246
43,93,47,1,0.0006399546400643885,99.01960784313727,404,408
43,94,47,2,0.0001593532069819048,99.75490196078431,407,408
62,93,47,1,0.00047105958219617605,99.29078014184397,420,423
62,94,47,2,0.00022116965556051582,99.76359338061465,422,423
18,93,47,1,0.0008566968608647585,98.0392156862745,450,459
18,94,47,2,0.0005437692161649466,99.34640522875817,456,459
39,95,48,1,0.0005527390749193728,98.83268482490273,254,257
39,96,48,2,0.00015865355089772493,100.0,257,257
29,95,48,1,0.0006302967085503042,98.70259481037924,989,1002
29,96,48,2,0.00039542620652355254,98.90219560878243,991,1002
87,95,48,1,0.0006665182881988585,98.51063829787235,463,470
87,96,48,2,0.0004172160697635263,99.7872340425532,469,470
78,95,48,1,0.0005952766514383256,99.00990099009901,300,303
78,96,48,2,9.647198021411896e-05,100.0,303,303
53,95,48,1,0.0004717012052424252,99.05277401894452,732,739
53,96,48,2,0.00012132200208725408,99.72936400541272,737,739
83,95,48,1,0.00043728455784730613,99.07621247113164,429,433
83,96,48,2,0.0001688288029981777,99.76905311778292,432,433
19,95,48,1,0.0007505265530198812,97.5609756097561,200,205
19,96,48,2,0.00012477641575969756,100.0,205,205
45,95,48,1,0.0006013653473928571,98.72611464968153,620,628
45,96,48,2,0.00012930048978887498,99.84076433121018,627,628
52,95,48,1,0.0002170096995541826,99.60474308300395,252,253
52,96,48,2,5.0374386773910373e-05,100.0,253,253
17,95,48,1,0.0007778846193104982,98.54838709677419,611,620
17,96,48,2,0.0004120494413655251,99.03225806451613,614,620
3,97,49,1,0.0005055752699263394,99.02491874322861,914,923
3,98,49,2,0.0002605717454571277,99.1332611050921,915,923
34,97,49,1,0.00020846274856012315,99.75786924939467,412,413
34,98,49,2,8.729411638341844e-05,99.75786924939467,412,413
32,97,49,1,0.0006874781101942062,98.56704196519959,963,977
32,98,49,2,0.0005864296690560877,98.66939611054248,964,977
5,97,49,1,0.0008680142927914858,98.84792626728111,429,434
5,98,49,2,0.0005064000142738223,98.84792626728111,429,434
73,97,49,1,0.0004503153031691909,99.49238578680203,588,591
73,98,49,2,0.0004906346439383924,98.98477157360406,585,591
14,97,49,1,0.00044031228753738105,99.20212765957447,373,376
14,98,49,2,0.00017371028661727905,99.7340425531915,375,376
40,97,49,1,0.0003727024304680526,98.96373056994818,764,772
40,98,49,2,0.00011215276754228398,100.0,772,772
88,97,49,1,0.0003792589413933456,99.24528301886792,526,530
88,98,49,2,0.0002718364412430674,99.43396226415095,527,530
72,97,49,1,0.00031664728885516524,99.17920656634746,725,731
72,98,49,2,0.00021160933829378337,99.58960328317373,728,731
13,97,49,1,0.0002990673528984189,99.59128065395095,731,734
13,98,49,2,7.750453369226307e-05,99.86376021798365,733,734
12,99,50,1,0.0012156300945207477,98.1896551724138,1139,1160
12,100,50,2,0.001596202258951962,96.72413793103448,1122,1160
23,99,50,1,0.0003989078977610916,99.65870307167235,292,293
23,100,50,2,5.36080842721276e-05,100.0,293,293
87,99,50,1,0.0002910480252467096,99.14893617021276,466,470
87,100,50,2,0.00024116126587614417,99.7872340425532,469,470
98,99,50,1,0.0007087425910867751,98.53300733496333,806,818
98,100,50,2,0.00021608013776130974,99.75550122249389,816,818
51,99,50,1,0.0003609692503232509,99.11971830985915,563,568
51,100,50,2,0.00018414747319184244,99.47183098591549,565,568
83,99,50,1,0.00041521043749526143,99.07621247113164,429,433
83,100,50,2,0.0006447602063417435,99.07621247113164,429,433
52,99,50,1,0.0003473430988378823,99.2094861660079,251,253
52,100,50,2,0.00012466627231333405,100.0,253,253
90,99,50,1,0.0007495756144635379,98.97510980966325,676,683
90,100,50,2,0.00031442687031812966,99.12152269399708,677,683
71,99,50,1,0.00029942995752207935,99.27745664739885,1374,1384
71,100,50,2,0.00029485858976840973,99.27745664739885,1374,1384
11,99,50,1,0.0004911547293886542,98.91472868217053,638,645
11,100,50,2,0.00037883935146965086,99.06976744186046,639,645
51,101,51,1,0.0004132515168748796,98.76760563380282,561,568
51,102,51,2,0.00020903233962599188,99.47183098591549,565,568
28,101,51,1,0.00037539206095971167,99.20159680638723,497,501
28,102,51,2,0.00014608705532737076,100.0,501,501
20,101,51,1,0.000836540071759373,98.36829836829837,422,429
20,102,51,2,0.0005485871806740761,99.06759906759906,425,429
95,101,51,1,0.000412655936088413,99.00332225913621,596,602
95,102,51,2,5.638952643494122e-05,100.0,602,602
83,101,51,1,0.00037457660073414445,99.07621247113164,429,433
83,102,51,2,0.00011672845721477643,99.76905311778292,432,433
18,101,51,1,0.0006806144374422729,98.91067538126362,454,459
18,102,51,2,0.00026670662919059396,99.78213507625271,458,459
55,101,51,1,0.0008135350653901696,98.30508474576271,348,354
55,102,51,2,0.00014055549399927258,99.71751412429379,353,354
42,101,51,1,0.00029376207385212183,100.0,236,236
42,102,51,2,9.452092490391806e-05,100.0,236,236
29,101,51,1,0.0006312264013104141,98.70259481037924,989,1002
29,102,51,2,0.00016997041529975832,99.60079840319361,998,1002
46,101,51,1,0.0007688908954150975,98.30985915492958,698,710
46,102,51,2,0.00047339676530100405,99.15492957746478,704,710
87,103,52,1,0.00029615117819048464,98.93617021276596,465,470
87,104,52,2,5.6165368732763454e-05,100.0,470,470
73,103,52,1,0.0003959242603741586,99.49238578680203,588,591
73,104,52,2,0.00022505130618810654,99.49238578680203,588,591
89,103,52,1,0.0003445775364525616,99.39024390243902,489,492
89,104,52,2,5.171565862838179e-05,100.0,492,492
48,103,52,1,0.0007086469558998942,98.4375,441,448
48,104,52,2,0.0004081541846971959,99.33035714285714,445,448
81,103,52,1,0.00026284155319444835,99.59250203748982,1222,1227
81,104,52,2,0.00042519334238022566,99.3480032599837,1219,1227
10,103,52,1,0.0006425464525818825,98.87892376681614,882,892
10,104,52,2,0.00043423392344266176,98.87892376681614,882,892
92,103,52,1,0.0007761384476907551,98.39914621131271,922,937
92,104,52,2,0.00030425001750700176,99.57310565635005,933,937
62,103,52,1,0.00046993323485367,99.29078014184397,420,423
62,104,52,2,9.894505637930706e-05,100.0,423,423
26,103,52,1,0.00032217573607340455,99.45848375451264,551,554
26,104,52,2,0.00017158369882963598,99.81949458483754,553,554
29,103,52,1,0.0005139854620210826,99.00199600798403,992,1002
29,104,52,2,0.00021778783411718905,99.50099800399201,997,1002
38,105,53,1,0.0007073701126500964,98.77094972067039,884,895
38,106,53,2,0.0005086050950922072,98.77094972067039,884,895
78,105,53,1,0.0004774502303916961,99.33993399339934,301,303
78,106,53,2,6.196316098794341e-05,100.0,303,303
26,105,53,1,0.00017589885101187974,100.0,554,554
26,106,53,2,6.661449879175052e-05,100.0,554,554
18,105,53,1,0.0006984787178225815,98.69281045751634,453,459
18,106,53,2,0.00039122221642173827,99.56427015250546,457,459
72,105,53,1,0.0002098611294059083,99.45280437756497,727,731
72,106,53,2,0.00020728255913127214,99.45280437756497,727,731
75,105,53,1,0.0004981473321095109,98.9795918367347,679,686
75,106,53,2,0.00027302574017085135,99.41690962099126,682,686
93,105,53,1,0.00023122949642129242,99.51845906902086,620,623
93,106,53,2,6.530874816235155e-05,99.83948635634029,622,623
39,105,53,1,0.00037829758366569877,98.83268482490273,254,257
39,106,53,2,8.386925037484616e-05,100.0,257,257
44,105,53,1,0.000780468515586108,98.06576402321083,507,517
44,106,53,2,0.0008386866538785398,98.25918762088975,508,517
90,105,53,1,0.0004993238835595548,98.97510980966325,676,683
90,106,53,2,0.00021435543021652848,99.41434846266472,679,683
31,107,54,1,0.0005386985139921308,99.04191616766467,827,835
31,108,54,2,0.0007865579682402313,98.562874251497,823,835
1,107,54,1,0.00039342395029962063,99.07894736842105,753,760
1,108,54,2,0.00014990015188232064,99.60526315789474,757,760
38,107,54,1,0.00036225441726855934,98.88268156424581,885,895
38,108,54,2,0.00029789036489091814,99.32960893854748,889,895
9,107,54,1,0.0004776270070578903,99.31192660550458,433,436
9,108,54,2,0.00014341030328068882,100.0,436,436
6,107,54,1,0.00033353071194142103,99.1869918699187,610,615
6,108,54,2,0.00034094639704562724,99.67479674796748,613,615
19,107,54,1,0.0009585873340256512,99.02439024390245,203,205
19,108,54,2,0.0008773347944952548,98.04878048780488,201,205
65,107,54,1,0.00025177685893140733,99.46091644204851,369,371
65,108,54,2,5.085128213977441e-05,100.0,371,371
66,107,54,1,0.0005306557286530733,98.7878787878788,652,660
66,108,54,2,0.00012560647155623883,99.69696969696969,658,660
73,107,54,1,0.0003861102741211653,99.32318104906938,587,591
73,108,54,2,0.00047958552022464573,99.32318104906938,587,591
15,107,54,1,0.0005638943403027952,99.25187032418953,398,401
15,108,54,2,0.000269590673269704,99.75062344139651,400,401
53,109,55,1,0.0004386733053252101,99.3234100135318,734,739
53,110,55,2,0.00014123448636382818,99.72936400541272,737,739
75,109,55,1,0.0003282671677879989,99.41690962099126,682,686
75,110,55,2,0.0002886473957914859,99.12536443148689,680,686
1,109,55,1,0.000464811542769894,98.94736842105263,752,760
1,110,55,2,0.0002322516666026786,99.60526315789474,757,760
37,109,55,1,0.0004930264549329877,98.72093023255813,849,860
37,110,55,2,0.00034195600892417133,99.30232558139535,854,860
94,109,55,1,0.001026237616315484,98.66666666666667,148,150
94,110,55,2,0.00014865875709801912,100.0,150,150
51,109,55,1,0.00044539349619299173,99.29577464788733,564,568
51,110,55,2,4.931919102091342e-05,100.0,568,568
29,109,55,1,0.00032868885318748653,99.40119760479041,996,1002
29,110,55,2,0.0003036495763808489,99.40119760479041,996,1002
39,109,55,1,0.00039173700497485697,99.22178988326849,255,257
39,110,55,2,6.462446617661044e-05,100.0,257,257
60,109,55,1,0.0004969474975951016,98.5207100591716,333,338
60,110,55,2,0.00022823663312010467,99.70414201183432,337,338
5,109,55,1,0.0007999495137482882,98.84792626728111,429,434
5,110,55,2,0.00029878257191739976,99.53917050691244,432,434
75,111,56,1,0.0005583991296589375,98.9795918367347,679,686
75,112,56,2,0.00033252290450036526,99.27113702623906,681,686
78,111,56,1,0.00043975707376375794,99.33993399339934,301,303
78,112,56,2,6.874759856145829e-05,100.0,303,303
14,111,56,1,0.0003316741203889251,99.20212765957447,373,376
14,112,56,2,0.00024114556435961276,99.7340425531915,375,376
39,111,56,1,0.0002940279373433441,98.83268482490273,254,257
39,112,56,2,5.4214811825659126e-05,100.0,257,257
7,111,56,1,0.0005243471241556108,98.80382775119617,413,418
7,112,56,2,0.00024308497086167336,99.52153110047847,416,418
10,111,56,1,0.000573446333874017,98.4304932735426,878,892
10,112,56,2,0.00023108576715458184,99.32735426008968,886,892
40,111,56,1,0.00036831723991781473,99.22279792746113,766,772
40,112,56,2,0.0001253825903404504,99.61139896373057,769,772
2,111,56,1,0.0007279750425368547,98.54014598540147,540,548
2,112,56,2,0.00047752531827427447,98.90510948905109,542,548
68,111,56,1,0.0005595574621111155,98.582995951417,487,494
68,112,56,2,0.0007289298810064793,98.78542510121457,488,494
54,111,56,1,0.0005484720459207892,98.65125240847784,512,519
54,112,56,2,0.0005258608143776655,99.03660886319847,514,519
94,113,57,1,0.001985304756090045,99.33333333333333,149,150
94,114,57,2,0.0003048958315048367,100.0,150,150
48,113,57,1,0.00028188314172439277,99.33035714285714,445,448
48,114,57,2,0.00029189552878960967,99.55357142857143,446,448
82,113,57,1,0.00045105814933776855,99.01823281907434,706,713
82,114,57,2,0.0002061347186099738,99.71949509116409,711,713
25,113,57,1,0.00047906534746289253,99.69088098918083,645,647
25,114,57,2,0.0027424911968410015,95.82689335394127,620,647
26,113,57,1,0.00013960817886982113,99.81949458483754,553,554
26,114,57,2,4.925090979668312e-05,100.0,554,554
16,113,57,1,0.0006115555297583342,98.79781420765028,904,915
16,114,57,2,0.0006395057425834239,98.90710382513662,905,915
7,113,57,1,0.00023080671962816268,99.52153110047847,416,418
7,114,57,2,6.843341543572024e-05,100.0,418,418
90,113,57,1,0.0005560675635933876,98.68228404099561,674,683
90,114,57,2,0.00013274457887746394,99.70717423133236,681,683
68,113,57,1,0.000465615390567109,98.78542510121457,488,494
68,114,57,2,0.00024167691299226135,99.19028340080972,490,494
43,113,57,1,0.0005111788050271571,99.01960784313727,404,408
43,114,57,2,0.0005177017883397639,99.26470588235294,405,408
74,115,58,1,0.0008442716207355261,98.20466786355476,547,557
74,116,58,2,0.000652456481475383,99.2818671454219,553,557
